Date/Time (LST),Longitude (x),Latitude (y),Temp (°C),Precip. Amount (mm),Wind Spd (km/h),Visibility (km),Weather
2019-04-15 03:00:00,-79.4,43.63,3.2,1.2,13.0,3.6,"Rain,Fog"
2019-04-16 15:00:00,-79.4,43.63,4.9,0.2,18.0,16.1,Rain
2019-04-18 20:00:00,-79.4,43.63,12.5,0.2,26.0,16.1,Rain
2019-04-18 21:00:00,-79.4,43.63,14.2,0.2,17.0,16.1,Rain
2019-04-18 23:00:00,-79.4,43.63,10.6,0.2,9.0,9.7,"Rain,Fog"
2019-04-19 07:00:00,-79.4,43.63,12.0,0.2,8.0,16.1,Rain
2019-04-19 08:00:00,-79.4,43.63,11.4,1.2,5.0,16.1,Rain
2019-04-19 09:00:00,-79.4,43.63,11.2,1.2,11.0,16.1,Rain
2019-04-19 10:00:00,-79.4,43.63,10.5,0.8,18.0,14.5,Rain
2019-04-19 11:00:00,-79.4,43.63,10.3,2.2,17.0,9.7,"Rain,Fog"
2019-04-19 12:00:00,-79.4,43.63,8.8,0.5,28.0,6.4,"Moderate Rain,Fog"
2019-04-19 13:00:00,-79.4,43.63,8.4,1.5,18.0,4.8,"Moderate Rain,Fog"
2019-04-19 14:00:00,-79.4,43.63,8.4,0.5,13.0,16.1,Rain
2019-04-19 18:00:00,-79.4,43.63,7.8,0.5,22.0,12.9,Rain
2019-04-19 19:00:00,-79.4,43.63,7.1,0.5,22.0,9.7,"Rain,Fog"
2019-04-19 20:00:00,-79.4,43.63,6.5,1.5,18.0,14.5,Rain
2019-04-19 21:00:00,-79.4,43.63,6.2,2.2,15.0,9.7,"Moderate Rain,Fog"
2019-04-19 22:00:00,-79.4,43.63,6.1,2.2,15.0,11.3,Moderate Rain
2019-04-19 23:00:00,-79.4,43.63,6.1,1.0,11.0,16.1,Rain
2019-04-20 02:00:00,-79.4,43.63,6.1,0.5,9.0,16.1,Rain
2019-04-20 04:00:00,-79.4,43.63,6.0,0.2,15.0,16.1,Rain
2019-04-20 08:00:00,-79.4,43.63,5.8,0.2,28.0,16.1,Rain
2019-04-20 09:00:00,-79.4,43.63,6.3,0.5,32.0,16.1,Rain
2019-04-20 10:00:00,-79.4,43.63,5.8,0.5,30.0,9.7,"Rain,Fog"
2019-04-20 11:00:00,-79.4,43.63,5.7,1.5,26.0,16.1,Rain
2019-04-20 12:00:00,-79.4,43.63,6.1,0.2,17.0,16.1,
2019-04-20 13:00:00,-79.4,43.63,6.2,0.8,18.0,9.7,"Rain,Fog"
2019-04-20 15:00:00,-79.4,43.63,5.5,2.2,9.0,4.8,"Rain,Fog"
2019-04-20 16:00:00,-79.4,43.63,6.7,1.8,8.0,16.1,Rain
2019-04-23 13:00:00,-79.4,43.63,9.3,1.5,17.0,8.1,"Rain,Fog"
2019-04-23 14:00:00,-79.4,43.63,8.8,1.5,17.0,16.1,
2019-04-26 02:00:00,-79.4,43.63,7.6,0.8,30.0,12.9,Rain
2019-04-26 03:00:00,-79.4,43.63,7.1,3.5,32.0,8.1,"Moderate Rain,Fog"
2019-04-26 04:00:00,-79.4,43.63,7.0,4.0,32.0,8.1,"Rain,Fog"
2019-04-26 05:00:00,-79.4,43.63,7.1,2.2,39.0,6.4,"Rain,Fog"
2019-04-26 06:00:00,-79.4,43.63,7.3,6.0,35.0,4.8,"Moderate Rain,Fog"
2019-04-26 07:00:00,-79.4,43.63,8.1,2.5,32.0,6.4,"Rain,Fog"
2019-04-26 08:00:00,-79.4,43.63,7.9,0.8,30.0,12.9,Rain
2019-04-26 16:00:00,-79.4,43.63,9.7,0.2,28.0,16.1,Rain
2019-04-29 20:00:00,-79.4,43.63,3.9,0.2,41.0,16.1,Rain
2019-05-01 00:00:00,-79.4,43.63,7.4,0.5,22.0,16.1,Rain
2019-05-01 02:00:00,-79.4,43.63,6.9,0.2,32.0,16.1,Rain
2019-05-01 03:00:00,-79.4,43.63,6.4,0.2,34.0,16.1,Rain
2019-05-01 04:00:00,-79.4,43.63,5.5,2.0,39.0,9.7,Rain
2019-05-01 05:00:00,-79.4,43.63,5.2,2.0,37.0,16.1,Rain
2019-05-01 06:00:00,-79.4,43.63,5.2,0.8,43.0,16.1,Rain
2019-05-01 07:00:00,-79.4,43.63,5.3,0.5,50.0,16.1,
2019-05-01 08:00:00,-79.4,43.63,5.3,0.2,48.0,16.1,Rain
2019-05-01 16:00:00,-79.4,43.63,6.9,1.0,35.0,16.1,Rain
2019-05-01 17:00:00,-79.4,43.63,7.4,5.0,28.0,4.0,"Moderate Rain,Fog"
2019-05-01 18:00:00,-79.4,43.63,7.4,2.2,21.0,16.1,Rain
2019-05-01 19:00:00,-79.4,43.63,7.1,0.2,15.0,16.1,
2019-05-02 07:00:00,-79.4,43.63,4.6,0.2,17.0,2.0,Fog
2019-05-03 00:00:00,-79.4,43.63,5.7,0.2,28.0,6.4,"Rain,Fog"
2019-05-03 01:00:00,-79.4,43.63,5.7,2.0,22.0,6.4,"Rain,Fog"
2019-05-03 02:00:00,-79.4,43.63,5.9,3.2,26.0,8.1,"Rain,Fog"
2019-05-03 03:00:00,-79.4,43.63,6.2,1.8,24.0,9.7,"Rain,Fog"
2019-05-03 04:00:00,-79.4,43.63,6.0,1.2,24.0,9.7,"Rain,Fog"
2019-05-03 05:00:00,-79.4,43.63,5.6,0.8,21.0,11.3,Rain
2019-05-03 06:00:00,-79.4,43.63,5.8,1.0,15.0,6.4,"Rain,Fog"
2019-05-03 07:00:00,-79.4,43.63,5.9,2.2,21.0,9.7,"Rain,Fog"
2019-05-03 08:00:00,-79.4,43.63,6.4,1.0,9.0,8.1,"Rain,Fog"
2019-05-03 09:00:00,-79.4,43.63,7.0,0.2,5.0,16.1,
2019-05-04 09:00:00,-79.4,43.63,8.0,0.2,13.0,2.8,"Rain,Fog"
2019-05-04 10:00:00,-79.4,43.63,8.4,0.2,8.0,16.1,
2019-05-07 04:00:00,-79.4,43.63,9.2,0.8,9.0,16.1,
2019-05-07 05:00:00,-79.4,43.63,8.5,1.2,9.0,9.7,"Rain,Fog"
2019-05-07 06:00:00,-79.4,43.63,9.2,0.5,8.0,16.1,Rain
2019-05-07 07:00:00,-79.4,43.63,9.3,0.2,9.0,16.1,Rain
2019-05-09 16:00:00,-79.4,43.63,12.1,1.3,13.0,11.3,Moderate Rain
2019-05-09 17:00:00,-79.4,43.63,11.1,3.0,0.0,9.7,"Rain,Fog"
2019-05-09 18:00:00,-79.4,43.63,11.7,0.5,5.0,16.1,Rain
2019-05-09 23:00:00,-79.4,43.63,13.0,0.5,8.0,1.2,"Rain,Fog"
2019-05-10 00:00:00,-79.4,43.63,12.4,1.0,5.0,0.6,"Rain,Fog"
2019-05-10 01:00:00,-79.4,43.63,11.4,0.5,4.0,0.6,"Rain,Fog"
2019-05-10 02:00:00,-79.4,43.63,12.3,2.5,4.0,2.4,"Rain,Fog"
2019-05-10 05:00:00,-79.4,43.63,11.4,0.2,5.0,0.2,Fog
2019-05-10 06:00:00,-79.4,43.63,12.2,5.5,5.0,4.8,"Rain,Fog"
2019-05-12 14:00:00,-79.4,43.63,6.6,0.2,46.0,4.8,"Rain,Fog"
2019-05-12 17:00:00,-79.4,43.63,6.0,0.5,43.0,16.1,Rain
2019-05-12 18:00:00,-79.4,43.63,5.5,0.2,41.0,16.1,Rain
2019-05-12 19:00:00,-79.4,43.63,5.3,0.5,39.0,16.1,Rain
2019-05-12 20:00:00,-79.4,43.63,5.7,0.2,41.0,16.1,Rain
2019-05-12 21:00:00,-79.4,43.63,5.7,0.2,39.0,16.1,Rain
2019-05-13 00:00:00,-79.4,43.63,5.1,1.2,34.0,12.9,Rain
2019-05-13 01:00:00,-79.4,43.63,5.1,0.8,37.0,16.1,Rain
2019-05-13 02:00:00,-79.4,43.63,5.1,0.2,28.0,16.1,Rain
2019-05-13 03:00:00,-79.4,43.63,5.1,0.5,30.0,16.1,Rain
2019-05-13 04:00:00,-79.4,43.63,5.0,1.0,30.0,11.3,Rain
2019-05-13 05:00:00,-79.4,43.63,5.0,0.5,32.0,16.1,Rain
2019-05-13 06:00:00,-79.4,43.63,4.9,0.2,30.0,4.8,"Rain,Fog"
2019-05-13 07:00:00,-79.4,43.63,5.0,0.2,34.0,3.6,"Rain,Fog"
2019-05-13 08:00:00,-79.4,43.63,5.1,0.2,37.0,4.8,"Rain,Fog"
2019-05-13 10:00:00,-79.4,43.63,5.4,0.2,35.0,4.8,"Rain,Fog"
2019-05-13 11:00:00,-79.4,43.63,5.5,0.2,37.0,4.0,"Rain,Fog"
2019-05-13 12:00:00,-79.4,43.63,5.6,0.2,34.0,3.6,"Rain,Fog"
2019-05-13 15:00:00,-79.4,43.63,6.4,0.5,21.0,2.4,"Rain,Fog"
2019-05-13 16:00:00,-79.4,43.63,6.7,0.2,18.0,4.8,"Rain,Fog"
2019-05-13 17:00:00,-79.4,43.63,7.0,0.2,17.0,4.8,"Rain,Fog"
2019-05-13 18:00:00,-79.4,43.63,7.4,0.2,13.0,6.4,"Rain,Fog"
2019-05-13 19:00:00,-79.4,43.63,7.1,0.2,18.0,4.0,"Rain,Fog"
2019-05-13 20:00:00,-79.4,43.63,7.3,0.2,11.0,9.7,"Rain,Fog"
2019-05-13 21:00:00,-79.4,43.63,7.2,0.2,18.0,9.7,"Rain,Fog"
2019-05-13 22:00:00,-79.4,43.63,7.1,0.2,4.0,12.9,Rain
2019-05-13 23:00:00,-79.4,43.63,7.0,0.2,0.0,8.1,"Rain,Fog"
2019-05-14 00:00:00,-79.4,43.63,7.0,0.2,4.0,2.4,"Rain,Fog"
2019-05-14 01:00:00,-79.4,43.63,6.1,0.5,9.0,4.8,"Rain,Fog"
2019-05-14 02:00:00,-79.4,43.63,6.5,0.2,5.0,6.4,Fog
2019-05-14 03:00:00,-79.4,43.63,6.8,0.2,13.0,6.4,"Rain,Fog"
2019-05-14 06:00:00,-79.4,43.63,7.1,0.2,8.0,16.1,Rain
2019-05-15 15:00:00,-79.4,43.63,14.9,0.5,8.0,16.1,Rain
2019-05-15 18:00:00,-79.4,43.63,10.7,0.5,5.0,16.1,"Thunderstorms,Rain"
2019-05-15 19:00:00,-79.4,43.63,11.2,0.2,4.0,16.1,
2019-05-17 00:00:00,-79.4,43.63,10.7,0.2,0.0,16.1,
2019-05-19 19:00:00,-79.4,43.63,10.5,1.8,8.0,6.4,"Rain,Fog"
2019-05-19 20:00:00,-79.4,43.63,12.2,1.0,9.0,11.3,Rain
2019-05-23 10:00:00,-79.4,43.63,8.8,0.2,8.0,16.1,Rain
2019-05-25 08:00:00,-79.4,43.63,10.1,5.2,9.0,4.0,"Moderate Rain,Fog"
2019-05-25 09:00:00,-79.4,43.63,10.3,4.0,21.0,4.8,"Rain,Fog"
2019-05-25 10:00:00,-79.4,43.63,10.3,0.8,21.0,4.8,"Rain,Fog"
2019-05-25 11:00:00,-79.4,43.63,11.2,1.0,22.0,11.3,
2019-05-25 15:00:00,-79.4,43.63,13.8,0.5,22.0,11.3,
2019-05-25 17:00:00,-79.4,43.63,18.6,7.3,13.0,3.6,"Thunderstorms,Heavy Rain,Fog"
2019-05-25 18:00:00,-79.4,43.63,16.6,1.5,8.0,11.3,Rain
2019-05-25 19:00:00,-79.4,43.63,11.9,0.2,9.0,0.2,"Rain,Fog"
2019-05-28 02:00:00,-79.4,43.63,11.5,0.5,35.0,16.1,Rain
2019-05-28 03:00:00,-79.4,43.63,11.1,0.5,34.0,14.5,Rain
2019-05-28 05:00:00,-79.4,43.63,10.9,0.2,50.0,16.1,
2019-05-28 06:00:00,-79.4,43.63,10.1,1.8,46.0,9.7,"Rain,Fog"
2019-05-28 15:00:00,-79.4,43.63,12.0,0.2,8.0,14.5,Rain
2019-06-01 19:00:00,-79.4,43.63,11.7,0.3,11.0,12.9,Rain
2019-06-02 03:00:00,-79.4,43.63,11.4,1.2,8.0,2.8,Rain
2019-06-02 04:00:00,-79.4,43.63,11.9,1.2,11.0,1.6,Rain
2019-06-02 05:00:00,-79.4,43.63,13.6,0.5,11.0,16.1,
2019-06-02 09:00:00,-79.4,43.63,,0.4,11.0,16.1,
2019-06-05 06:00:00,-79.4,43.63,10.0,0.9,9.0,11.3,Rain
2019-06-05 08:00:00,-79.4,43.63,,0.5,11.0,12.9,
2019-06-05 11:00:00,-79.4,43.63,11.9,0.2,26.0,16.1,Rain
2019-06-05 13:00:00,-79.4,43.63,11.6,0.5,28.0,4.8,"Rain,Fog"
2019-06-05 14:00:00,-79.4,43.63,10.9,4.3,22.0,2.4,"Heavy Rain,Fog"
2019-06-05 15:00:00,-79.4,43.63,12.1,4.2,24.0,4.0,"Rain,Fog"
2019-06-05 16:00:00,-79.4,43.63,12.4,1.0,21.0,6.4,Fog
2019-06-05 17:00:00,-79.4,43.63,12.9,0.2,22.0,4.8,Fog
2019-06-05 19:00:00,-79.4,43.63,12.7,0.2,18.0,4.8,Fog
2019-06-05 21:00:00,-79.4,43.63,13.9,0.5,9.0,4.8,"Rain,Fog"
2019-06-05 22:00:00,-79.4,43.63,14.0,0.2,9.0,4.8,Fog
2019-06-05 23:00:00,-79.4,43.63,14.1,0.2,4.0,4.8,"Rain,Fog"
2019-06-10 05:00:00,-79.4,43.63,14.7,0.5,8.0,14.5,Rain
2019-06-10 06:00:00,-79.4,43.63,12.7,5.5,15.0,3.2,"Moderate Rain,Fog"
2019-06-10 07:00:00,-79.4,43.63,13.6,6.8,15.0,9.7,"Rain,Fog"
2019-06-10 08:00:00,-79.4,43.63,13.8,0.2,18.0,16.1,Rain
2019-06-10 09:00:00,-79.4,43.63,13.0,0.2,24.0,8.1,"Rain,Fog"
2019-06-10 10:00:00,-79.4,43.63,12.6,3.2,22.0,8.1,"Rain,Fog"
2019-06-10 11:00:00,-79.4,43.63,12.8,0.2,24.0,14.5,
2019-06-10 16:00:00,-79.4,43.63,14.2,1.2,18.0,16.1,Rain
2019-06-10 17:00:00,-79.4,43.63,14.3,1.2,13.0,8.1,"Rain,Fog"
2019-06-10 18:00:00,-79.4,43.63,14.1,6.3,8.0,6.4,"Rain,Fog"
2019-06-10 19:00:00,-79.4,43.63,15.9,2.0,26.0,16.1,
2019-06-10 20:00:00,-79.4,43.63,14.3,0.5,22.0,16.1,Rain
2019-06-13 04:00:00,-79.4,43.63,14.7,1.0,8.0,16.1,Rain
2019-06-13 05:00:00,-79.4,43.63,14.5,0.8,0.0,12.9,Rain
2019-06-13 06:00:00,-79.4,43.63,13.5,1.5,17.0,11.3,Rain
2019-06-13 07:00:00,-79.4,43.63,12.7,2.0,15.0,6.4,"Rain,Fog"
2019-06-13 08:00:00,-79.4,43.63,12.2,2.0,24.0,16.1,Rain
2019-06-13 09:00:00,-79.4,43.63,11.8,0.2,22.0,16.1,Rain
2019-06-13 10:00:00,-79.4,43.63,13.0,0.2,18.0,16.1,Rain
2019-06-13 11:00:00,-79.4,43.63,12.9,2.0,18.0,6.4,"Moderate Rain,Fog"
2019-06-13 12:00:00,-79.4,43.63,12.4,2.3,18.0,9.7,"Rain,Fog"
2019-06-13 13:00:00,-79.4,43.63,12.6,0.5,17.0,16.1,
2019-06-13 16:00:00,-79.4,43.63,15.1,10.9,9.0,16.1,Rain
2019-06-13 17:00:00,-79.4,43.63,14.9,0.2,8.0,16.1,
2019-06-15 23:00:00,-79.4,43.63,14.0,0.2,9.0,4.8,"Rain,Fog"
2019-06-16 00:00:00,-79.4,43.63,14.7,0.2,0.0,9.7,"Rain,Fog"
2019-06-20 07:00:00,-79.4,43.63,19.2,0.8,8.0,16.1,Rain
2019-06-20 08:00:00,-79.4,43.63,18.5,1.2,9.0,16.1,Rain
2019-06-20 09:00:00,-79.4,43.63,19.1,0.5,11.0,16.1,
2019-06-20 19:00:00,-79.4,43.63,18.4,8.0,13.0,8.1,"Moderate Rain,Fog"
2019-06-20 20:00:00,-79.4,43.63,18.1,6.5,17.0,9.7,"Rain,Fog"
2019-06-20 21:00:00,-79.4,43.63,18.1,1.2,15.0,16.1,Rain
2019-06-20 22:00:00,-79.4,43.63,17.9,0.8,18.0,16.1,Rain
2019-06-21 01:00:00,-79.4,43.63,17.2,0.2,15.0,16.1,
2019-06-25 00:00:00,-79.4,43.63,16.7,2.2,11.0,6.4,"Moderate Rain,Fog"
2019-06-25 01:00:00,-79.4,43.63,16.7,11.1,4.0,3.6,"Rain,Fog"
2019-06-26 03:00:00,-79.4,43.63,18.3,0.2,9.0,16.1,Thunderstorms
2019-06-28 16:00:00,-79.4,43.63,23.6,0.8,5.0,16.1,Rain
2019-06-28 17:00:00,-79.4,43.63,24.3,0.2,0.0,16.1,
2019-06-28 23:00:00,-79.4,43.63,20.7,0.8,4.0,11.3,
2019-06-29 00:00:00,-79.4,43.63,20.5,1.0,0.0,2.8,"Moderate Rain,Fog"
2019-06-29 01:00:00,-79.4,43.63,20.7,16.2,0.0,4.8,"Rain,Fog"
2019-06-29 02:00:00,-79.4,43.63,20.0,2.5,5.0,1.6,Fog
2019-06-29 09:00:00,-79.4,43.63,25.0,0.2,9.0,16.1,
2019-07-06 17:00:00,-79.4,43.63,24.9,0.2,5.0,16.1,Rain
2019-07-06 19:00:00,-79.4,43.63,23.3,0.5,22.0,9.7,"Rain,Fog"
2019-07-06 20:00:00,-79.4,43.63,23.1,0.5,4.0,16.1,
2019-07-11 14:00:00,-79.4,43.63,23.9,0.2,24.0,16.1,"Thunderstorms,Rain"
2019-07-13 15:00:00,-79.4,43.63,21.1,12.2,22.0,2.0,"Thunderstorms,Heavy Rain,Fog"
2019-07-13 16:00:00,-79.4,43.63,22.3,7.6,11.0,3.6,"Thunderstorms,Heavy Rain,Fog"
2019-07-13 17:00:00,-79.4,43.63,23.4,0.2,5.0,16.1,
2019-07-16 02:00:00,-79.4,43.63,18.6,2.8,0.0,16.1,Rain
2019-07-16 21:00:00,-79.4,43.63,20.1,0.2,8.0,16.1,
2019-07-16 23:00:00,-79.4,43.63,21.3,0.2,0.0,16.1,
2019-07-17 01:00:00,-79.4,43.63,21.0,0.2,5.0,9.7,Fog
2019-07-17 06:00:00,-79.4,43.63,19.7,0.2,4.0,4.8,"Rain,Fog"
2019-07-17 07:00:00,-79.4,43.63,20.3,2.8,4.0,3.6,"Rain,Fog"
2019-07-17 08:00:00,-79.4,43.63,20.6,1.0,5.0,1.2,"Moderate Rain,Fog"
2019-07-17 09:00:00,-79.4,43.63,21.2,3.5,5.0,2.0,"Thunderstorms,Heavy Rain,Fog"
2019-07-17 10:00:00,-79.4,43.63,20.5,5.5,9.0,2.4,"Rain,Fog"
2019-07-17 11:00:00,-79.4,43.63,21.0,1.8,5.0,3.2,"Rain,Fog"
2019-07-17 18:00:00,-79.4,43.63,24.0,0.2,5.0,16.1,
2019-07-20 21:00:00,-79.4,43.63,24.5,4.0,32.0,12.9,"Thunderstorms,Moderate Rain"
2019-07-20 22:00:00,-79.4,43.63,20.8,1.5,15.0,16.1,Rain
2019-07-20 23:00:00,-79.4,43.63,19.9,0.2,15.0,16.1,
2019-07-22 20:00:00,-79.4,43.63,19.8,0.5,11.0,14.5,Rain
2019-07-22 23:00:00,-79.4,43.63,19.5,0.2,18.0,16.1,
2019-07-27 14:00:00,-79.4,43.63,26.1,1.8,13.0,16.1,
2019-07-27 22:00:00,-79.4,43.63,20.2,0.2,11.0,16.1,Rain
2019-07-29 22:00:00,-79.4,43.63,21.0,1.0,11.0,16.1,
2019-07-30 02:00:00,-79.4,43.63,18.0,0.2,5.0,1.2,Fog
2019-07-30 04:00:00,-79.4,43.63,17.0,1.8,8.0,4.0,"Moderate Rain,Fog"
2019-07-30 05:00:00,-79.4,43.63,17.7,3.0,9.0,3.2,"Rain,Fog"
2019-07-30 06:00:00,-79.4,43.63,17.8,2.5,4.0,2.4,"Rain,Fog"
2019-07-30 07:00:00,-79.4,43.63,18.7,19.7,5.0,1.2,"Heavy Rain,Fog"
2019-07-30 08:00:00,-79.4,43.63,19.8,2.8,5.0,16.1,Rain
2019-08-06 10:00:00,-79.4,43.63,21.6,0.5,9.0,16.1,"Thunderstorms,Rain"
2019-08-06 11:00:00,-79.4,43.63,20.6,2.0,18.0,16.1,"Thunderstorms,Moderate Rain"
2019-08-06 12:00:00,-79.4,43.63,21.8,2.5,13.0,16.1,
2019-08-08 13:00:00,-79.4,43.63,22.9,3.0,9.0,16.1,
2019-08-12 07:00:00,-79.4,43.63,20.9,0.2,9.0,16.1,Rain
2019-08-15 15:00:00,-79.4,43.63,19.9,0.5,24.0,16.1,
2019-08-17 07:00:00,-79.4,43.63,19.3,4.5,5.0,4.8,"Rain,Fog"
2019-08-17 08:00:00,-79.4,43.63,18.5,4.8,9.0,2.4,"Moderate Rain,Fog"
2019-08-17 09:00:00,-79.4,43.63,19.9,2.8,5.0,14.5,
2019-08-17 10:00:00,-79.4,43.63,22.0,0.5,13.0,12.9,
2019-08-17 15:00:00,-79.4,43.63,23.6,1.5,13.0,16.1,
2019-08-18 05:00:00,-79.4,43.63,19.0,0.2,17.0,0.8,"Rain,Fog"
2019-08-18 06:00:00,-79.4,43.63,19.0,1.2,8.0,0.4,Fog
2019-08-18 18:00:00,-79.4,43.63,22.1,0.8,11.0,12.9,Rain
2019-08-19 01:00:00,-79.4,43.63,20.2,0.8,17.0,16.1,Rain
2019-08-19 03:00:00,-79.4,43.63,19.4,0.2,13.0,12.9,Rain
2019-08-21 02:00:00,-79.4,43.63,21.3,0.8,15.0,12.9,"Thunderstorms,Rain"
2019-08-21 03:00:00,-79.4,43.63,21.8,1.2,11.0,16.1,Rain
2019-08-27 06:00:00,-79.4,43.63,18.6,1.5,18.0,6.4,"Rain,Fog"
2019-08-27 07:00:00,-79.4,43.63,18.9,0.2,17.0,16.1,
2019-08-27 13:00:00,-79.4,43.63,20.1,3.0,11.0,8.1,"Moderate Rain,Fog"
2019-08-27 14:00:00,-79.4,43.63,20.4,6.3,9.0,16.1,Rain
2019-08-28 06:00:00,-79.4,43.63,19.9,0.2,5.0,16.1,
2019-09-01 07:00:00,-79.4,43.63,17.0,0.2,22.0,16.1,
2019-09-01 14:00:00,-79.4,43.63,18.5,0.2,9.0,16.1,Rain
2019-09-01 16:00:00,-79.4,43.63,18.3,0.2,17.0,16.1,Rain
2019-09-03 21:00:00,-79.4,43.63,21.7,4.8,8.0,4.8,"Thunderstorms,Heavy Rain"
2019-09-03 22:00:00,-79.4,43.63,21.7,0.8,11.0,16.1,
2019-09-04 01:00:00,-79.4,43.63,21.5,0.8,32.0,14.5,"Thunderstorms,Rain"
2019-09-06 15:00:00,-79.4,43.63,18.1,0.2,15.0,16.1,Rain
2019-09-06 16:00:00,-79.4,43.63,18.3,0.5,11.0,16.1,Rain
2019-09-06 17:00:00,-79.4,43.63,17.9,0.2,13.0,16.1,
2019-09-11 00:00:00,-79.4,43.63,20.6,17.5,5.0,16.1,"Thunderstorms,Rain"
2019-09-11 01:00:00,-79.4,43.63,19.9,0.2,5.0,11.3,
2019-09-11 20:00:00,-79.4,43.63,23.2,1.0,11.0,16.1,Rain
2019-09-12 06:00:00,-79.4,43.63,14.2,0.2,22.0,16.1,
2019-09-13 22:00:00,-79.4,43.63,18.5,4.5,21.0,14.5,Rain
2019-09-15 11:00:00,-79.4,43.63,15.9,2.0,5.0,16.1,Rain
2019-09-15 12:00:00,-79.4,43.63,16.3,0.5,5.0,16.1,Rain
2019-09-15 13:00:00,-79.4,43.63,16.3,1.2,4.0,16.1,Rain
2019-09-15 14:00:00,-79.4,43.63,16.5,0.2,4.0,14.5,Rain
2019-09-15 15:00:00,-79.4,43.63,16.3,0.2,4.0,16.1,
2019-09-15 18:00:00,-79.4,43.63,16.1,0.2,13.0,16.1,Rain
2019-09-16 16:00:00,-79.4,43.63,16.8,0.2,15.0,16.1,
2019-09-23 04:00:00,-79.4,43.63,21.3,0.2,22.0,16.1,Rain
2019-09-23 17:00:00,-79.4,43.63,22.1,1.0,30.0,16.1,
2019-09-26 05:00:00,-79.4,43.63,17.5,1.2,13.0,16.1,Rain
2019-09-26 06:00:00,-79.4,43.63,16.1,3.2,24.0,16.1,Rain
2019-09-26 07:00:00,-79.4,43.63,15.8,0.2,18.0,16.1,Rain
2019-09-28 05:00:00,-79.4,43.63,17.1,3.0,5.0,9.7,"Moderate Rain,Fog"
2019-09-28 06:00:00,-79.4,43.63,17.7,0.8,9.0,16.1,Rain
2019-09-28 12:00:00,-79.4,43.63,17.8,1.0,9.0,16.1,
2019-09-28 13:00:00,-79.4,43.63,18.0,0.8,21.0,16.1,
2019-09-28 15:00:00,-79.4,43.63,18.8,0.2,15.0,16.1,Rain
2019-10-01 16:00:00,-79.4,43.63,22.0,9.8,11.0,16.1,"Thunderstorms,Rain"
2019-10-01 17:00:00,-79.4,43.63,19.7,0.5,13.0,16.1,
2019-10-01 19:00:00,-79.4,43.63,18.9,0.2,21.0,16.1,Rain
2019-10-02 03:00:00,-79.4,43.63,18.4,1.2,17.0,16.1,Moderate Rain
2019-10-02 04:00:00,-79.4,43.63,17.2,4.5,8.0,16.1,Rain
2019-10-02 05:00:00,-79.4,43.63,17.1,0.2,11.0,16.1,Rain
2019-10-02 06:00:00,-79.4,43.63,17.0,0.5,9.0,16.1,Rain
2019-10-02 09:00:00,-79.4,43.63,17.6,0.2,13.0,16.1,Rain
2019-10-02 10:00:00,-79.4,43.63,17.4,2.5,11.0,6.4,"Rain,Fog"
2019-10-02 11:00:00,-79.4,43.63,16.4,1.0,22.0,11.3,Rain
2019-10-02 12:00:00,-79.4,43.63,16.4,1.0,8.0,11.3,Rain
2019-10-02 13:00:00,-79.4,43.63,16.4,0.2,15.0,16.1,
2019-10-02 14:00:00,-79.4,43.63,15.1,0.2,11.0,4.0,"Rain,Fog"
2019-10-03 09:00:00,-79.4,43.63,9.7,0.2,32.0,9.7,"Rain,Fog"
2019-10-03 12:00:00,-79.4,43.63,10.7,0.5,34.0,4.8,"Rain,Fog"
2019-10-03 13:00:00,-79.4,43.63,12.8,0.2,28.0,16.1,
2019-10-03 15:00:00,-79.4,43.63,12.8,0.2,28.0,16.1,
2019-10-03 17:00:00,-79.4,43.63,12.6,0.2,4.0,6.4,"Rain,Fog"
2019-10-03 18:00:00,-79.4,43.63,12.4,0.2,0.0,4.0,"Rain,Fog"
2019-10-03 19:00:00,-79.4,43.63,12.1,0.2,8.0,12.9,
2019-10-06 07:00:00,-79.4,43.63,15.4,1.5,17.0,16.1,Rain
2019-10-06 08:00:00,-79.4,43.63,15.8,0.2,18.0,16.1,
2019-10-06 13:00:00,-79.4,43.63,17.5,0.2,24.0,16.1,Rain
2019-10-12 04:00:00,-79.4,43.63,13.0,2.5,9.0,4.8,"Rain,Fog"
2019-10-12 05:00:00,-79.4,43.63,12.9,0.8,11.0,16.1,Rain
2019-10-12 06:00:00,-79.4,43.63,13.2,0.2,11.0,16.1,Rain
2019-10-12 07:00:00,-79.4,43.63,13.3,0.2,11.0,16.1,Rain
2019-10-12 08:00:00,-79.4,43.63,13.4,0.2,28.0,16.1,
2019-10-16 05:00:00,-79.4,43.63,12.9,6.6,17.0,3.2,"Thunderstorms,Heavy Rain,Fog"
2019-10-16 06:00:00,-79.4,43.63,12.9,2.3,13.0,16.1,Rain
2019-10-16 07:00:00,-79.4,43.63,13.7,9.3,9.0,9.7,"Moderate Rain,Fog"
2019-10-16 08:00:00,-79.4,43.63,13.5,0.8,9.0,16.1,Rain
2019-10-16 09:00:00,-79.4,43.63,13.1,1.5,24.0,16.1,Rain
2019-10-16 10:00:00,-79.4,43.63,12.0,2.5,21.0,12.9,Moderate Rain
2019-10-16 11:00:00,-79.4,43.63,11.4,2.8,22.0,16.1,Rain
2019-10-16 12:00:00,-79.4,43.63,11.2,1.0,32.0,16.1,Rain
2019-10-22 01:00:00,-79.4,43.63,13.4,1.2,17.0,16.1,Rain
