Date/Time (LST),Longitude (x),Latitude (y),Temp (°C),Precip. Amount (mm),Wind Spd (km/h),Visibility (km),Weather
2016-10-27 14:00:00,-79.4,43.63,7.3,0.8,22.0,8.1,"Rain,Fog"
2016-10-27 15:00:00,-79.4,43.63,3.3,0.5,26.0,16.1,Rain
2016-10-27 17:00:00,-79.4,43.63,1.8,0.5,15.0,4.8,"Rain,Fog"
2016-10-30 07:00:00,-79.4,43.63,9.6,0.5,9.0,16.1,Rain
2016-10-30 10:00:00,-79.4,43.63,8.5,0.2,17.0,16.1,Rain
2016-10-30 11:00:00,-79.4,43.63,7.7,0.2,17.0,16.1,Rain
2016-11-02 16:00:00,-79.4,43.63,16.3,0.5,5.0,16.1,Rain
2016-11-02 17:00:00,-79.4,43.63,14.1,1.0,11.0,9.7,"Rain,Fog"
2016-11-02 18:00:00,-79.4,43.63,13.4,2.8,5.0,16.1,Rain
2016-11-02 19:00:00,-79.4,43.63,13.0,0.2,8.0,8.1,"Rain,Fog"
2016-11-02 20:00:00,-79.4,43.63,14.1,0.2,4.0,12.9,Rain
2016-11-02 21:00:00,-79.4,43.63,13.0,0.2,4.0,4.8,Fog
2016-11-03 02:00:00,-79.4,43.63,12.9,0.2,8.0,4.8,"Rain,Fog"
2016-11-03 03:00:00,-79.4,43.63,13.1,2.2,13.0,4.8,"Rain,Fog"
2016-11-03 04:00:00,-79.4,43.63,12.1,3.0,18.0,8.1,"Moderate Rain,Fog"
2016-11-03 05:00:00,-79.4,43.63,11.2,8.2,17.0,11.3,Moderate Rain
2016-11-03 06:00:00,-79.4,43.63,11.1,3.8,22.0,12.9,Rain
2016-11-03 07:00:00,-79.4,43.63,10.9,2.0,17.0,16.1,Rain
2016-11-08 04:00:00,-79.4,43.63,7.8,0.2,5.0,12.9,
2016-11-08 16:00:00,-79.4,43.63,13.8,0.2,18.0,16.1,Rain
2016-11-08 17:00:00,-79.4,43.63,12.9,0.2,9.0,14.5,Rain
2016-11-08 18:00:00,-79.4,43.63,12.9,0.5,21.0,16.1,Rain
2016-11-08 19:00:00,-79.4,43.63,12.2,0.5,13.0,6.4,"Rain,Fog"
2016-11-08 20:00:00,-79.4,43.63,12.4,0.5,13.0,8.1,"Rain,Fog"
2016-11-16 11:00:00,-79.4,43.63,10.2,0.2,8.0,6.4,Fog
2016-11-19 12:00:00,-79.4,43.63,7.2,0.5,37.0,8.1,"Rain,Fog"
2016-11-19 13:00:00,-79.4,43.63,5.9,2.2,34.0,16.1,Rain
2016-11-19 14:00:00,-79.4,43.63,4.4,1.5,39.0,16.1,Rain
2016-11-19 15:00:00,-79.4,43.63,4.7,0.2,28.0,16.1,
2016-11-20 06:00:00,-79.4,43.63,2.0,0.2,35.0,16.1,
2016-11-23 22:00:00,-79.4,43.63,2.2,0.2,22.0,16.1,Rain
2016-11-23 23:00:00,-79.4,43.63,2.5,0.2,18.0,16.1,Rain
2016-11-24 00:00:00,-79.4,43.63,2.5,0.5,26.0,9.7,"Rain,Fog"
2016-11-24 01:00:00,-79.4,43.63,3.2,0.2,28.0,16.1,Rain
2016-11-24 02:00:00,-79.4,43.63,3.2,0.2,28.0,16.1,Rain
2016-11-24 03:00:00,-79.4,43.63,3.8,0.2,26.0,16.1,
2016-11-24 07:00:00,-79.4,43.63,4.4,1.0,32.0,16.1,Rain
2016-11-24 08:00:00,-79.4,43.63,3.9,0.2,35.0,16.1,Rain
2016-11-24 12:00:00,-79.4,43.63,4.3,0.5,26.0,14.5,Rain
2016-11-24 13:00:00,-79.4,43.63,4.2,0.2,26.0,16.1,Rain
2016-11-24 15:00:00,-79.4,43.63,3.6,0.2,18.0,4.8,"Rain,Fog"
2016-11-25 06:00:00,-79.4,43.63,4.8,0.5,0.0,1.2,"Rain,Fog"
2016-11-26 02:00:00,-79.4,43.63,4.8,0.2,15.0,16.1,Rain
2016-11-26 03:00:00,-79.4,43.63,4.4,0.8,17.0,11.3,Rain
2016-11-26 04:00:00,-79.4,43.63,3.7,1.0,15.0,14.5,Rain
2016-11-26 05:00:00,-79.4,43.63,3.6,0.5,15.0,16.1,Rain
2016-11-26 09:00:00,-79.4,43.63,4.1,0.2,8.0,16.1,Rain
2016-11-29 00:00:00,-79.4,43.63,6.3,0.5,37.0,12.9,Rain
2016-11-29 01:00:00,-79.4,43.63,7.4,0.2,30.0,16.1,
2016-11-29 03:00:00,-79.4,43.63,7.2,1.2,15.0,9.7,Rain
2016-11-29 04:00:00,-79.4,43.63,7.0,1.2,15.0,16.1,Rain
2016-11-30 11:00:00,-79.4,43.63,10.4,0.2,11.0,16.1,Rain
2016-11-30 12:00:00,-79.4,43.63,10.1,0.2,15.0,16.1,
2016-11-30 21:00:00,-79.4,43.63,7.4,1.2,11.0,2.0,"Rain,Fog"
2016-11-30 22:00:00,-79.4,43.63,8.6,2.5,15.0,16.1,Rain
2016-11-30 23:00:00,-79.4,43.63,7.7,1.0,13.0,12.9,Rain
2016-12-01 00:00:00,-79.4,43.63,9.3,0.8,18.0,16.1,Rain
2016-12-01 02:00:00,-79.4,43.63,7.4,0.2,39.0,16.1,
2016-12-04 23:00:00,-79.4,43.63,1.3,0.8,21.0,11.3,Snow
2016-12-05 00:00:00,-79.4,43.63,2.1,0.5,28.0,16.1,Rain
2016-12-05 01:00:00,-79.4,43.63,2.5,0.5,22.0,16.1,Rain
2016-12-05 02:00:00,-79.4,43.63,2.5,1.0,21.0,16.1,Rain
2016-12-05 03:00:00,-79.4,43.63,2.0,0.8,17.0,16.1,Rain
2016-12-05 04:00:00,-79.4,43.63,2.1,0.5,13.0,16.1,Rain
2016-12-05 05:00:00,-79.4,43.63,2.1,0.5,9.0,11.3,Rain
2016-12-05 06:00:00,-79.4,43.63,2.4,0.2,15.0,16.1,Rain
2016-12-06 18:00:00,-79.4,43.63,3.3,0.8,21.0,14.5,Rain
2016-12-06 19:00:00,-79.4,43.63,3.0,2.0,24.0,14.5,Rain
2016-12-06 20:00:00,-79.4,43.63,3.1,1.0,28.0,16.1,Rain
2016-12-06 23:00:00,-79.4,43.63,3.2,0.2,15.0,16.1,Rain
2016-12-07 00:00:00,-79.4,43.63,3.1,0.2,13.0,16.1,
2016-12-11 14:00:00,-79.4,43.63,-1.2,0.2,18.0,2.8,Snow
2016-12-11 15:00:00,-79.4,43.63,-1.3,0.2,22.0,3.2,Snow
2016-12-11 18:00:00,-79.4,43.63,-1.2,0.2,21.0,2.0,Snow
2016-12-11 19:00:00,-79.4,43.63,-0.5,0.2,21.0,2.8,Snow
2016-12-11 20:00:00,-79.4,43.63,-0.5,0.2,18.0,4.0,Snow
2016-12-11 21:00:00,-79.4,43.63,-0.3,0.8,21.0,3.2,Snow
2016-12-11 22:00:00,-79.4,43.63,0.4,1.0,17.0,3.6,Snow
2016-12-11 23:00:00,-79.4,43.63,0.3,1.2,17.0,3.2,Snow
2016-12-12 00:00:00,-79.4,43.63,0.4,1.0,17.0,3.2,Snow
2016-12-12 01:00:00,-79.4,43.63,0.7,1.2,18.0,12.9,Rain
2016-12-12 02:00:00,-79.4,43.63,0.8,1.0,13.0,11.3,Rain
2016-12-12 03:00:00,-79.4,43.63,0.5,1.2,11.0,4.8,Snow
2016-12-12 04:00:00,-79.4,43.63,0.9,0.8,9.0,12.9,Snow
2016-12-12 06:00:00,-79.4,43.63,1.7,0.2,21.0,16.1,
2016-12-16 22:00:00,-79.4,43.63,-5.4,0.5,4.0,1.6,Snow
2016-12-16 23:00:00,-79.4,43.63,-4.4,0.5,18.0,2.0,Snow
2016-12-17 00:00:00,-79.4,43.63,-4.9,0.2,21.0,2.4,Snow
2016-12-17 03:00:00,-79.4,43.63,-4.6,0.2,18.0,2.4,Snow
2016-12-17 04:00:00,-79.4,43.63,-4.0,0.2,22.0,2.8,Snow
2016-12-17 05:00:00,-79.4,43.63,-3.7,0.5,21.0,1.6,Snow
2016-12-17 06:00:00,-79.4,43.63,-3.6,1.8,17.0,3.2,Snow
2016-12-17 07:00:00,-79.4,43.63,-3.0,1.0,13.0,16.1,Snow
2016-12-17 10:00:00,-79.4,43.63,-2.0,0.2,11.0,16.1,Snow
2016-12-17 17:00:00,-79.4,43.63,0.1,0.2,4.0,6.4,"Rain,Fog"
2016-12-17 18:00:00,-79.4,43.63,0.1,0.2,0.0,8.1,"Rain,Fog"
2016-12-17 21:00:00,-79.4,43.63,0.3,0.2,5.0,4.8,Fog
2016-12-17 23:00:00,-79.4,43.63,0.4,0.2,9.0,11.3,Rain
2016-12-18 00:00:00,-79.4,43.63,0.1,0.8,17.0,6.4,"Rain,Fog"
2016-12-18 01:00:00,-79.4,43.63,-0.1,0.2,11.0,8.1,"Freezing Rain,Fog"
2016-12-18 04:00:00,-79.4,43.63,-0.8,0.2,15.0,16.1,"Freezing Rain,Snow"
2016-12-18 05:00:00,-79.4,43.63,-1.7,1.5,15.0,1.6,Snow
2016-12-18 06:00:00,-79.4,43.63,-1.5,0.2,11.0,12.9,
2016-12-21 22:00:00,-79.4,43.63,-0.5,0.5,5.0,1.6,Snow
2016-12-21 23:00:00,-79.4,43.63,-0.3,0.8,5.0,1.6,Snow
2016-12-24 02:00:00,-79.4,43.63,2.5,0.5,11.0,16.1,Rain
2016-12-24 03:00:00,-79.4,43.63,2.4,0.5,8.0,16.1,Rain
2016-12-24 04:00:00,-79.4,43.63,1.8,1.2,8.0,12.9,Rain
2016-12-24 05:00:00,-79.4,43.63,2.5,0.8,4.0,16.1,Rain
2016-12-24 06:00:00,-79.4,43.63,2.5,0.2,9.0,9.7,"Rain,Fog"
2016-12-24 07:00:00,-79.4,43.63,2.5,0.8,15.0,9.7,"Rain,Fog"
2016-12-26 07:00:00,-79.4,43.63,1.2,1.2,24.0,16.1,Rain
2016-12-26 09:00:00,-79.4,43.63,2.1,0.2,21.0,11.3,Rain
2016-12-26 11:00:00,-79.4,43.63,3.3,0.2,18.0,16.1,Rain
2016-12-26 12:00:00,-79.4,43.63,3.2,0.5,15.0,16.1,
2016-12-26 14:00:00,-79.4,43.63,4.0,0.2,15.0,16.1,
2016-12-26 16:00:00,-79.4,43.63,4.9,2.0,9.0,6.4,"Rain,Fog"
2016-12-26 17:00:00,-79.4,43.63,6.4,0.8,4.0,8.1,"Rain,Fog"
2016-12-26 18:00:00,-79.4,43.63,6.9,2.8,4.0,4.8,"Rain,Fog"
2016-12-26 20:00:00,-79.4,43.63,8.8,5.3,17.0,8.1,"Rain,Fog"
2016-12-26 21:00:00,-79.4,43.63,8.1,2.0,37.0,11.3,Rain
2016-12-26 22:00:00,-79.4,43.63,6.9,0.2,24.0,16.1,
2016-12-29 04:00:00,-79.4,43.63,1.0,0.5,15.0,8.1,Snow
2016-12-29 05:00:00,-79.4,43.63,0.6,1.2,17.0,4.8,"Freezing Rain,Snow"
2016-12-29 06:00:00,-79.4,43.63,0.5,1.5,15.0,4.0,Snow
2016-12-29 07:00:00,-79.4,43.63,0.8,1.2,18.0,6.4,Snow
2016-12-29 08:00:00,-79.4,43.63,0.7,1.5,21.0,4.8,Snow
2016-12-29 09:00:00,-79.4,43.63,1.4,0.5,24.0,16.1,Rain
2016-12-31 18:00:00,-79.4,43.63,2.7,0.5,34.0,16.1,Rain
2016-12-31 19:00:00,-79.4,43.63,2.8,0.8,45.0,16.1,Rain
2016-12-31 21:00:00,-79.4,43.63,2.8,0.2,30.0,16.1,Rain
2016-12-31 22:00:00,-79.4,43.63,2.5,0.2,39.0,16.1,
2017-01-03 03:00:00,-79.4,43.63,4.3,0.2,18.0,9.7,"Rain,Fog"
2017-01-03 04:00:00,-79.4,43.63,4.0,0.2,18.0,4.8,"Rain,Fog"
2017-01-03 05:00:00,-79.4,43.63,3.8,0.2,22.0,4.8,Fog
2017-01-03 07:00:00,-79.4,43.63,4.3,0.5,17.0,4.8,"Rain,Fog"
2017-01-03 10:00:00,-79.4,43.63,4.2,0.2,15.0,14.5,Rain
2017-01-03 11:00:00,-79.4,43.63,4.3,0.8,18.0,8.1,"Rain,Fog"
2017-01-03 12:00:00,-79.4,43.63,4.2,1.0,13.0,8.1,"Rain,Fog"
2017-01-03 13:00:00,-79.4,43.63,4.5,1.2,17.0,8.1,"Rain,Fog"
2017-01-03 14:00:00,-79.4,43.63,4.3,1.8,17.0,6.4,"Rain,Fog"
2017-01-03 15:00:00,-79.4,43.63,4.2,1.5,18.0,9.7,"Rain,Fog"
2017-01-03 16:00:00,-79.4,43.63,5.1,1.0,8.0,16.1,Rain
2017-01-03 19:00:00,-79.4,43.63,4.6,1.8,13.0,6.4,"Rain,Fog"
2017-01-03 20:00:00,-79.4,43.63,4.7,0.5,8.0,12.9,Rain
2017-01-03 21:00:00,-79.4,43.63,4.2,0.8,11.0,4.8,"Rain,Fog"
2017-01-04 03:00:00,-79.4,43.63,3.2,0.5,21.0,9.7,"Rain,Fog"
2017-01-10 08:00:00,-79.4,43.63,-1.0,0.2,21.0,1.6,Snow
2017-01-10 09:00:00,-79.4,43.63,-0.8,0.2,24.0,2.0,Snow
2017-01-10 10:00:00,-79.4,43.63,-0.2,0.2,24.0,16.1,Snow
2017-01-10 14:00:00,-79.4,43.63,0.5,1.0,15.0,4.8,Snow
2017-01-10 15:00:00,-79.4,43.63,1.3,1.0,21.0,8.1,"Rain,Fog"
2017-01-10 16:00:00,-79.4,43.63,2.1,0.8,21.0,14.5,Rain
2017-01-10 17:00:00,-79.4,43.63,2.8,1.5,22.0,16.1,Rain
2017-01-10 18:00:00,-79.4,43.63,3.2,3.0,21.0,11.3,Moderate Rain
2017-01-10 19:00:00,-79.4,43.63,3.8,1.5,13.0,8.1,"Rain,Fog"
2017-01-10 20:00:00,-79.4,43.63,4.4,2.0,18.0,9.7,"Rain,Fog"
2017-01-10 21:00:00,-79.4,43.63,5.3,0.5,22.0,16.1,Rain
2017-01-10 22:00:00,-79.4,43.63,6.7,0.8,39.0,9.7,"Rain,Fog"
2017-01-10 23:00:00,-79.4,43.63,6.1,1.2,39.0,11.3,Rain
2017-01-11 01:00:00,-79.4,43.63,6.6,0.2,61.0,9.7,"Rain,Fog"
2017-01-11 02:00:00,-79.4,43.63,5.1,0.5,46.0,16.1,
2017-01-11 23:00:00,-79.4,43.63,4.9,0.2,9.0,14.5,Rain
2017-01-12 00:00:00,-79.4,43.63,5.0,1.0,8.0,16.1,Rain
2017-01-12 01:00:00,-79.4,43.63,6.4,2.0,9.0,8.1,"Moderate Rain,Fog"
2017-01-12 02:00:00,-79.4,43.63,6.8,9.3,5.0,1.6,"Moderate Rain,Fog"
2017-01-12 03:00:00,-79.4,43.63,7.9,4.0,5.0,4.0,"Rain,Fog"
2017-01-12 04:00:00,-79.4,43.63,7.3,2.0,5.0,1.0,"Rain,Fog"
2017-01-12 07:00:00,-79.4,43.63,5.7,0.2,21.0,16.1,
2017-01-12 13:00:00,-79.4,43.63,2.9,2.5,9.0,16.1,Rain
2017-01-17 04:00:00,-79.4,43.63,1.3,0.2,17.0,9.7,"Rain,Fog"
2017-01-17 05:00:00,-79.4,43.63,1.3,0.5,11.0,8.1,"Rain,Fog"
2017-01-17 06:00:00,-79.4,43.63,1.5,0.5,18.0,4.8,"Rain,Fog"
2017-01-17 08:00:00,-79.4,43.63,2.1,0.5,35.0,4.8,"Rain,Fog"
2017-01-17 09:00:00,-79.4,43.63,2.3,0.2,39.0,8.1,"Rain,Fog"
2017-01-17 10:00:00,-79.4,43.63,1.9,1.2,43.0,4.8,"Rain,Fog"
2017-01-17 11:00:00,-79.4,43.63,1.8,3.5,50.0,3.6,Fog
2017-01-17 12:00:00,-79.4,43.63,1.8,1.8,50.0,9.7,Fog
2017-01-17 13:00:00,-79.4,43.63,1.6,3.0,48.0,4.8,"Rain,Fog"
2017-01-17 14:00:00,-79.4,43.63,1.9,1.0,45.0,12.9,Rain
2017-01-17 15:00:00,-79.4,43.63,2.2,0.2,41.0,6.4,"Rain,Fog"
2017-01-17 17:00:00,-79.4,43.63,2.2,0.2,37.0,14.5,Rain
2017-01-17 18:00:00,-79.4,43.63,2.0,0.2,35.0,8.1,"Rain,Fog"
2017-01-17 19:00:00,-79.4,43.63,1.6,0.2,32.0,8.1,"Rain,Fog"
2017-01-17 21:00:00,-79.4,43.63,2.1,0.5,13.0,4.8,"Rain,Fog"
2017-01-17 22:00:00,-79.4,43.63,2.4,0.2,5.0,9.7,"Rain,Fog"
2017-01-18 01:00:00,-79.4,43.63,1.7,0.2,11.0,3.2,Fog
2017-01-18 02:00:00,-79.4,43.63,1.6,0.2,8.0,3.6,Fog
2017-01-18 05:00:00,-79.4,43.63,2.0,0.2,11.0,2.0,"Rain,Fog"
2017-01-24 16:00:00,-79.4,43.63,0.7,0.2,17.0,8.1,Snow
2017-01-25 19:00:00,-79.4,43.63,3.4,0.2,4.0,8.1,"Rain,Fog"
2017-01-25 20:00:00,-79.4,43.63,2.8,0.2,5.0,6.4,"Rain,Fog"
2017-01-25 23:00:00,-79.4,43.63,2.8,0.5,8.0,4.8,"Rain,Fog"
2017-01-26 00:00:00,-79.4,43.63,3.0,1.8,4.0,4.0,"Rain,Fog"
2017-01-26 01:00:00,-79.4,43.63,3.0,0.5,4.0,3.2,"Rain,Fog"
2017-01-26 08:00:00,-79.4,43.63,3.7,0.5,35.0,11.3,Rain
2017-01-26 09:00:00,-79.4,43.63,3.6,0.8,26.0,16.1,Rain
2017-01-26 11:00:00,-79.4,43.63,3.5,0.2,26.0,16.1,Rain
2017-01-26 12:00:00,-79.4,43.63,3.6,0.5,17.0,16.1,Rain
2017-01-31 21:00:00,-79.4,43.63,-1.8,0.2,0.0,2.4,Snow
2017-01-31 22:00:00,-79.4,43.63,-1.8,0.5,4.0,2.4,Snow
2017-01-31 23:00:00,-79.4,43.63,-2.3,0.2,8.0,4.0,Snow
2017-02-01 00:00:00,-79.4,43.63,-2.6,0.2,5.0,3.2,Snow
2017-02-07 12:00:00,-79.4,43.63,-0.5,1.8,48.0,3.2,Fog
2017-02-07 13:00:00,-79.4,43.63,-0.6,1.0,50.0,16.1,Snow
2017-02-07 14:00:00,-79.4,43.63,-0.6,1.5,50.0,6.4,Fog
2017-02-07 15:00:00,-79.4,43.63,-0.6,0.8,54.0,8.1,Fog
2017-02-07 16:00:00,-79.4,43.63,-0.5,2.0,50.0,4.8,Fog
2017-02-07 17:00:00,-79.4,43.63,-0.2,1.0,43.0,9.7,Snow
2017-02-07 18:00:00,-79.4,43.63,-0.2,1.0,41.0,6.4,Snow
2017-02-07 19:00:00,-79.4,43.63,0.6,1.2,35.0,12.9,Snow
2017-02-07 20:00:00,-79.4,43.63,0.9,1.5,21.0,16.1,Snow
2017-02-07 21:00:00,-79.4,43.63,1.1,2.0,4.0,6.4,"Rain,Fog"
2017-02-07 22:00:00,-79.4,43.63,0.9,2.0,8.0,4.8,"Rain,Fog"
2017-02-07 23:00:00,-79.4,43.63,1.8,0.2,0.0,6.4,"Rain,Fog"
2017-02-10 15:00:00,-79.4,43.63,-4.7,0.2,15.0,1.2,Snow
2017-02-10 16:00:00,-79.4,43.63,-3.5,0.5,32.0,1.6,Snow
2017-02-10 17:00:00,-79.4,43.63,-3.6,0.2,26.0,2.0,Snow
2017-02-10 19:00:00,-79.4,43.63,-3.3,0.2,22.0,3.6,Snow
2017-02-12 07:00:00,-79.4,43.63,-2.9,0.2,28.0,2.0,Snow
2017-02-12 08:00:00,-79.4,43.63,-2.8,0.8,24.0,9.7,Snow
2017-02-12 09:00:00,-79.4,43.63,-1.9,0.5,21.0,6.4,Snow
2017-02-12 10:00:00,-79.4,43.63,-2.4,0.8,15.0,2.8,Snow
2017-02-12 11:00:00,-79.4,43.63,-2.5,2.0,4.0,1.6,Snow
2017-02-12 12:00:00,-79.4,43.63,-2.7,1.8,11.0,0.6,Moderate Snow
2017-02-12 13:00:00,-79.4,43.63,-2.0,2.2,11.0,1.6,Snow
2017-02-12 14:00:00,-79.4,43.63,-1.6,1.5,9.0,3.6,Snow
2017-02-12 15:00:00,-79.4,43.63,-1.3,0.2,8.0,16.1,
2017-02-12 17:00:00,-79.4,43.63,-0.5,0.5,15.0,1.6,Snow
2017-02-12 18:00:00,-79.4,43.63,1.3,0.5,24.0,6.4,Fog
2017-02-12 20:00:00,-79.4,43.63,2.0,0.2,35.0,16.1,Rain
2017-02-21 15:00:00,-79.4,43.63,3.9,1.0,5.0,4.8,"Heavy Rain,Fog"
2017-02-21 16:00:00,-79.4,43.63,3.2,1.2,15.0,16.1,Rain
2017-02-21 17:00:00,-79.4,43.63,3.3,0.2,9.0,16.1,
2017-02-24 08:00:00,-79.4,43.63,3.9,0.8,39.0,16.1,Rain
2017-02-24 09:00:00,-79.4,43.63,3.7,1.0,30.0,16.1,Rain
2017-02-24 10:00:00,-79.4,43.63,3.6,0.5,41.0,16.1,Rain
2017-02-25 00:00:00,-79.4,43.63,3.1,0.2,21.0,6.4,"Thunderstorms,Rain,Fog"
2017-02-25 01:00:00,-79.4,43.63,3.2,0.2,28.0,12.9,
2017-02-25 03:00:00,-79.4,43.63,3.3,3.8,24.0,6.4,"Rain,Fog"
2017-02-25 04:00:00,-79.4,43.63,3.3,3.0,26.0,8.1,"Rain,Fog"
2017-02-25 05:00:00,-79.4,43.63,3.6,0.2,24.0,8.1,"Rain,Fog"
2017-02-25 06:00:00,-79.4,43.63,4.3,0.2,17.0,6.4,Fog
2017-02-25 08:00:00,-79.4,43.63,5.3,0.2,5.0,2.4,"Rain,Fog"
2017-02-25 09:00:00,-79.4,43.63,6.3,0.2,8.0,2.8,Fog
2017-03-01 01:00:00,-79.4,43.63,7.7,2.2,4.0,4.8,"Moderate Rain,Fog"
2017-03-01 02:00:00,-79.4,43.63,8.3,5.5,4.0,3.2,"Moderate Rain,Fog"
2017-03-01 03:00:00,-79.4,43.63,7.9,3.8,15.0,1.2,"Rain,Fog"
2017-03-01 04:00:00,-79.4,43.63,8.5,5.3,11.0,1.2,"Rain,Fog"
2017-03-01 07:00:00,-79.4,43.63,7.8,2.2,13.0,1.2,"Rain,Fog"
2017-03-01 08:00:00,-79.4,43.63,7.6,0.8,15.0,2.4,Fog
2017-03-01 17:00:00,-79.4,43.63,8.5,0.2,26.0,12.9,Rain
2017-03-01 18:00:00,-79.4,43.63,7.9,0.2,37.0,16.1,
2017-03-07 01:00:00,-79.4,43.63,5.3,0.2,9.0,2.8,"Rain,Fog"
2017-03-07 02:00:00,-79.4,43.63,5.9,0.5,11.0,1.2,"Rain,Fog"
2017-03-07 03:00:00,-79.4,43.63,6.6,1.2,13.0,1.6,"Rain,Fog"
2017-03-07 04:00:00,-79.4,43.63,6.2,1.0,11.0,0.8,"Rain,Fog"
2017-03-07 05:00:00,-79.4,43.63,5.2,0.2,11.0,0.8,Fog
2017-03-07 06:00:00,-79.4,43.63,6.6,0.2,9.0,0.6,Fog
2017-03-07 08:00:00,-79.4,43.63,6.3,0.5,11.0,4.0,"Rain,Fog"
2017-03-07 09:00:00,-79.4,43.63,6.1,2.8,11.0,3.2,"Rain,Fog"
2017-03-07 10:00:00,-79.4,43.63,6.2,0.8,9.0,6.4,Fog
2017-03-07 14:00:00,-79.4,43.63,8.0,0.2,22.0,16.1,Rain
2017-03-07 17:00:00,-79.4,43.63,6.8,0.2,21.0,16.1,
2017-03-07 19:00:00,-79.4,43.63,9.7,0.5,32.0,16.1,Rain
2017-03-07 20:00:00,-79.4,43.63,9.0,0.8,17.0,16.1,Rain
2017-03-07 21:00:00,-79.4,43.63,5.8,0.2,17.0,16.1,Rain
2017-03-18 14:00:00,-79.4,43.63,0.7,0.2,28.0,11.3,Rain
2017-03-18 19:00:00,-79.4,43.63,0.9,0.2,39.0,11.3,Rain
2017-03-18 22:00:00,-79.4,43.63,1.4,0.2,30.0,16.1,Rain
2017-03-24 04:00:00,-79.4,43.63,1.9,0.2,18.0,16.1,Rain
2017-03-24 05:00:00,-79.4,43.63,1.9,1.2,17.0,4.8,"Moderate Rain,Fog"
2017-03-24 06:00:00,-79.4,43.63,1.7,4.0,8.0,8.1,"Rain,Fog"
2017-03-24 07:00:00,-79.4,43.63,1.5,1.2,5.0,16.1,Rain
2017-03-25 00:00:00,-79.4,43.63,4.3,0.2,15.0,16.1,Rain
2017-03-25 01:00:00,-79.4,43.63,4.6,1.0,9.0,16.1,Rain
2017-03-25 05:00:00,-79.4,43.63,3.2,0.2,24.0,16.1,Rain
2017-03-25 06:00:00,-79.4,43.63,2.5,1.0,26.0,16.1,Rain
2017-03-25 07:00:00,-79.4,43.63,2.4,1.8,26.0,11.3,Rain
2017-03-25 08:00:00,-79.4,43.63,2.6,0.5,22.0,16.1,Rain
2017-03-25 09:00:00,-79.4,43.63,2.7,0.8,26.0,12.9,Rain
2017-03-25 10:00:00,-79.4,43.63,2.9,1.2,24.0,16.1,Rain
2017-03-25 11:00:00,-79.4,43.63,2.7,1.5,26.0,9.7,"Rain,Fog"
2017-03-25 12:00:00,-79.4,43.63,2.9,0.2,21.0,16.1,
2017-03-26 03:00:00,-79.4,43.63,1.8,0.8,39.0,16.1,Rain
2017-03-26 12:00:00,-79.4,43.63,2.8,1.0,43.0,16.1,
2017-03-26 22:00:00,-79.4,43.63,5.5,0.2,13.0,16.1,Rain
2017-03-26 23:00:00,-79.4,43.63,5.6,0.5,22.0,8.1,"Rain,Fog"
2017-03-27 04:00:00,-79.4,43.63,5.2,2.2,17.0,4.8,"Rain,Fog"
2017-03-27 05:00:00,-79.4,43.63,5.4,0.8,15.0,6.4,Fog
2017-03-28 04:00:00,-79.4,43.63,8.4,0.2,15.0,16.1,
2017-03-30 18:00:00,-79.4,43.63,1.1,0.2,37.0,12.9,Rain
2017-03-30 19:00:00,-79.4,43.63,0.8,1.8,43.0,3.2,Snow
2017-03-30 20:00:00,-79.4,43.63,0.7,2.0,45.0,4.0,Snow
2017-03-30 21:00:00,-79.4,43.63,1.3,1.5,54.0,14.5,Rain
2017-03-31 00:00:00,-79.4,43.63,2.3,2.5,45.0,4.8,"Rain,Fog"
2017-03-31 01:00:00,-79.4,43.63,2.3,1.0,52.0,16.1,
2017-03-31 04:00:00,-79.4,43.63,3.1,0.2,43.0,16.1,Rain
2017-03-31 05:00:00,-79.4,43.63,3.1,0.8,39.0,16.1,Rain
2017-03-31 06:00:00,-79.4,43.63,3.0,0.8,45.0,4.8,"Rain,Fog"
2017-03-31 07:00:00,-79.4,43.63,3.0,0.5,41.0,4.8,"Rain,Fog"
2017-03-31 08:00:00,-79.4,43.63,3.1,0.2,39.0,6.4,"Rain,Fog"
2017-03-31 09:00:00,-79.4,43.63,3.2,0.2,39.0,4.8,"Rain,Fog"
2017-03-31 10:00:00,-79.4,43.63,3.3,0.2,41.0,4.8,"Rain,Fog"
2017-03-31 11:00:00,-79.4,43.63,3.3,0.2,39.0,11.3,Rain
2017-03-31 13:00:00,-79.4,43.63,3.5,0.2,41.0,16.1,Rain
2017-03-31 14:00:00,-79.4,43.63,3.5,0.8,37.0,4.8,"Rain,Fog"
2017-03-31 15:00:00,-79.4,43.63,3.6,1.2,37.0,4.8,"Rain,Fog"
2017-03-31 16:00:00,-79.4,43.63,3.6,1.2,41.0,11.3,Rain
2017-03-31 17:00:00,-79.4,43.63,3.7,1.0,43.0,6.4,"Rain,Fog"
2017-03-31 18:00:00,-79.4,43.63,3.9,1.2,37.0,8.1,"Rain,Fog"
2017-03-31 19:00:00,-79.4,43.63,3.9,1.0,18.0,8.1,"Rain,Fog"
2017-03-31 20:00:00,-79.4,43.63,3.3,0.5,21.0,16.1,Rain
2017-03-31 21:00:00,-79.4,43.63,3.2,0.2,24.0,16.1,Rain
2017-03-31 22:00:00,-79.4,43.63,3.3,0.5,15.0,16.1,
2017-04-03 09:00:00,-79.4,43.63,6.3,0.5,30.0,16.1,Rain
